Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
145870.0,0.99387443443882,0.3972330675521586,0.8399777140020488,0.2908655610352439,0.6913588300349949,0.3268050849415071,0.6944575305387758,0.672162470536972,0.7137123206318743,0.8413092002147607,0.19566663833280484,0.8990132529876763,0.5336052161641586,0.8191620308925306,0.49472500893841687,0.8573112268173206,0.7894243247687553,0.7416674448685647,0.4747068474042931,0.4985029789012756,0.4488096009184334,0.4597615946757185,0.7887958761838234,0.5244011630757817,0.6445969401456106,0.36220960774470184,0.6552720110212805,0.2105417294638044,0.0004659119520534246,0
40849.0,0.9716073653953631,0.3796785655056801,0.9082209400534769,0.2313002974971864,0.6428455988926092,0.32401186623911227,0.6836212919349358,0.6719140826708218,0.6417201803233014,0.8754788253678653,0.208254872907238,0.9134922966836028,0.7635648065684232,0.8459996919360089,0.5822531796950831,0.782838260647467,0.7654456984870909,0.8263094891477247,0.3942655163264069,0.490382842396716,0.44426548032858804,0.44070178281072653,0.783331579801509,0.4688814204891613,0.6730304320910105,0.5049501856297918,0.657099692544234,0.21695878113504258,0.007506359227527396,0
118768.0,0.8705863801962339,0.4029004771194591,0.9428531640142574,0.24007721803736537,0.6411862729921604,0.3437427376718582,0.67751088539011,0.6920131070445014,0.7178142795713894,0.8015542008544025,0.03125574027322025,0.8475124898338111,0.41853983540015904,0.8579853257184341,0.6364897414011212,0.8888938744746042,0.7738453839893672,0.777918200591787,0.3713303794443403,0.49398537069485426,0.46151610205492977,0.536381320078508,0.7625289213580759,0.7742424825827511,0.7104973013389588,0.4914401216241525,0.6344833285712831,0.19367729012537743,0.011118353401274905,0
167593.0,0.8947038244001309,0.4409819727688267,0.8877881771977966,0.2395320687451006,0.6670869740494122,0.27501463784559965,0.702329857685181,0.6600431443397121,0.7289488074184747,0.8686403445509806,0.09547659575247598,0.8851477655213895,0.5251206339172511,0.8508439797907293,0.4964023096736359,0.8123439974752812,0.7794339707906789,0.6575174259737653,0.3916334421321445,0.5099625191553732,0.46386247382161566,0.46313295121541725,0.7873306912595797,0.621676631998138,0.6281339667898945,0.34374920747789056,0.6897673641294346,0.21735432074683428,0.0021154285095759027,0
94473.0,0.8773542882507612,0.18893018961634897,0.8416248134912373,0.28210871582312186,0.5682436236754432,0.41107410507442893,0.7050390662723386,0.6714427515003024,0.9588848962368404,0.7535478109191458,0.20080071753081574,0.8336881219006568,0.7370161380670409,0.8907466623225622,0.34623997471984624,0.7793339544435426,0.8116237580806385,0.8487149547555612,0.5272352246509234,0.6684538989866335,0.47895159337197246,0.5047786148401556,0.7119425290263182,0.7054605549769613,0.5761026269793971,0.08006831864435907,0.6386730350779184,0.2501975124811393,0.45425474088942125,0
128350.0,0.9931614033051265,0.3956131562177053,0.8608389508333778,0.3039503478287109,0.6673824747623975,0.26860678397732013,0.6979423054327887,0.6655667508143428,0.7241044208410027,0.847730947285236,0.12141187185923191,0.9096180490160167,0.6922626887594026,0.8607686418086828,0.6279511894822885,0.8032994351023098,0.7718383540084314,0.7002382174558399,0.37855124661635364,0.4967677343909548,0.4614628468143533,0.5730231851386202,0.77807812277214,0.6114787200946292,0.7130454385209597,0.2860119552455496,0.6604058003890054,0.20978555031858112,0.0023060288535977583,0
53062.0,0.9078285048017559,0.41945980131613775,0.949104760022276,0.30799864020468676,0.6833920033374643,0.30472708777959034,0.7015701740585857,0.6724923368256405,0.6510152834830489,0.8242376954910403,0.1755983753989478,0.8913338486610263,0.6967483822568918,0.8277768376821856,0.7197545232210325,0.8042112438733356,0.8056351135963151,0.6713338358492644,0.450655520285279,0.5136699186628356,0.45257559487557425,0.48433350272954534,0.775236351422998,0.6368410870690002,0.6751519023933259,0.37457069321375003,0.6655131931465836,0.22656987756833566,0.00020942506935734743,0
81065.0,0.9689716940719061,0.36860298905763306,0.9380540452045659,0.24087605001928178,0.6119319965084805,0.3348692069409948,0.6679071681743243,0.6790364960389551,0.6883840725893969,0.8749109746445156,0.26266982795202404,0.8402400358690786,0.30323304488114683,0.8465156324915744,0.6654486255659061,0.9125888655588544,0.7935717978482505,0.681643265435761,0.40971311736696736,0.5024560083368478,0.4660595847747795,0.5930270530028843,0.778264421469782,0.6846537968019073,0.6920089516929809,0.3015244810371434,0.6666741085052184,0.21819125956319088,0.0018589416268798256,0
34861.0,0.968195190062534,0.40138368505488486,0.9033338809819056,0.3311431009517817,0.6659399495538277,0.3239992158654909,0.6931040721024018,0.6732716995167463,0.6943681072851285,0.854322386267845,0.19832945185747228,0.8911542338701488,0.46192643267009503,0.874966362029721,0.5960519251670084,0.8585791030812804,0.7574751102472868,0.7527722876884696,0.4485263486551639,0.4988537648992592,0.45122648621451056,0.470984987059255,0.7784618824578596,0.44615316247174214,0.7343643934260012,0.16122050059511364,0.6625380375440613,0.21746492909225756,0.0023507375762695515,0
33129.0,0.9636506399126047,0.3716453730921593,0.8959955342048764,0.24121188850114753,0.6468183658675439,0.32925366403276407,0.6887725485367602,0.6746838651679906,0.6362972871736385,0.8744334955971913,0.26776244560817325,0.8780394674889821,0.3502074202529328,0.8848535230644499,0.6208227390816532,0.7196280653108329,0.8029094747465018,0.7236758832819391,0.30778215020963257,0.4859698808663953,0.4428988898113735,0.41481291275470267,0.7896199967876221,0.509352722253988,0.6356789967237584,0.4763799207382266,0.6544608544930245,0.21692115174271673,0.025879291154967496,0
70381.0,0.9660001742544695,0.40010496573649684,0.9061080361356766,0.3541465386985033,0.6681758661357018,0.34664913451255364,0.6929660403262224,0.674828137184209,0.7006143833750139,0.8502934834963451,0.22146440302495493,0.9261382584109816,0.5168112974409225,0.8587017331803755,0.44739892140209797,0.7931890481016574,0.785401653911141,0.6864020036980801,0.4186075600926997,0.4964166550697723,0.4544240855369542,0.5151869246835569,0.7744907070663151,0.5302648296400705,0.7701783258796615,0.2330425347490253,0.664593429127322,0.21634417408106985,0.0002353090666936488,0
137541.0,0.9273505089388154,0.4160717708177191,0.8611854450398485,0.20074334474987685,0.7768203062576315,0.49955811429129987,0.7108927843137051,0.6774554043874027,0.6791083840816945,0.8302830618726806,0.1862608764747164,0.8483647367074925,0.4603492107745505,0.7958341015313444,0.5911736484121304,0.7990818539231397,0.8068717834119024,0.6991530502907999,0.43930253800508884,0.5111838016508989,0.45138403798846327,0.49391726462721125,0.7719189700254623,0.8074066577198313,0.6212465574300258,0.3967310485264282,0.6307673196148381,0.18430367966969471,0.002899007701665753,0
54775.0,0.9197550536270712,0.4259353343029456,0.9204132795583688,0.3451542088173463,0.6557757218389724,0.3004980326170482,0.6982354603516008,0.6790373433269488,0.6651423283977199,0.8347902665351481,0.14390412897633986,0.87028157086407,0.44164985717988914,0.8835967835870749,0.6936940855479786,0.7890713583648313,0.8010779374554151,0.6883825973721509,0.3978646359320563,0.4956689519388613,0.46037769942574575,0.5465574463443632,0.7807731254691213,0.737188612514976,0.6364936284744309,0.23117455967911246,0.6580531442984072,0.21400781070800226,0.004701475152539103,0
123458.0,0.9925216150285636,0.38968865779312944,0.8646093089020674,0.308250635086918,0.6592673408813262,0.27217583979438065,0.6952569566362108,0.6685463093602,0.7370352629117022,0.8520693595793327,0.09151531584782482,0.8596718220447048,0.3330285284235121,0.8727624857988014,0.5697873635964835,0.8138264199411399,0.7832125481187107,0.6575649625664779,0.42508806476217753,0.4916744642852761,0.4500368676524553,0.46820315257004447,0.7927368919878099,0.5809413127215395,0.6240131692011543,0.36304614855117084,0.6539841750246189,0.20905785004295224,0.0037649450670983807,0
139171.0,0.8941369705411468,0.3817952904379994,0.9158888395842943,0.18741452994371524,0.6613812706375127,0.2825963305437816,0.7204454217677295,0.6670739591751598,0.611477833966845,0.8336982639522773,0.061626040720349114,0.830596160625421,0.42500630569938397,0.8616127986088838,0.45267636173073716,0.7281859757599161,0.7846805929040058,0.7757709913778662,0.28339965571255527,0.5053021160215823,0.4490271168092745,0.45143535047235706,0.789065348865511,0.5921890299496211,0.7870086735142308,0.45024638025795743,0.6462921014971665,0.22203510771357426,0.05878020486007347,0
111217.0,0.9933087784119304,0.3507341456974062,0.8841710193485072,0.2084260324069603,0.6181166221602814,0.30468175966096867,0.6724247475796697,0.6698101675560753,0.697407876759833,0.8937716490555658,0.2817414029235362,0.753008439450893,0.8395672292799271,0.8983573781887961,0.36637723718375104,0.7983697437616306,0.8207790245918791,0.766730048124018,0.3834837452183632,0.49069833545591485,0.45234711146241097,0.5171417711593415,0.787044212091544,0.5991945455154777,0.6180795063687958,0.24958630674159735,0.659619384069984,0.21089597188850912,0.024001524802752177,0
124932.0,0.9026421097475152,0.41726370687019665,0.9119447916333092,0.23886841889511418,0.7246144253181319,0.3057932097440637,0.7086130050311262,0.6711169791638578,0.6588853364837651,0.8010852853731879,0.09261929850007848,0.8801399322422598,0.7229811757893796,0.7961171961163379,0.5320429732384195,0.8355512358543056,0.7975346631746526,0.7014621970755294,0.43816705825838786,0.5140235969587021,0.4491339264537115,0.4518932975731083,0.7666956449244093,0.607220031164622,0.7661743665844856,0.3953004458149203,0.6572734334578507,0.22508925481688902,0.0004659119520534246,0
142600.0,0.9227765796849466,0.4249244958759589,0.9515625001630328,0.5484387186527655,0.6726249108989002,0.5317213483325933,0.6649910322214243,0.6439775093924326,0.610339090288286,0.8707941554642942,0.18775847003307475,0.9142447878893173,0.5757770350110862,0.8576026781352206,0.5312476554487108,0.7891725825041391,0.817725810886441,0.6520647284636776,0.4854468727225982,0.5430377420172144,0.4265546643086934,0.5175380407131223,0.778178607505805,0.11238979401561988,0.7842583781157142,0.42998407139310146,0.6735677815976925,0.23722290172991967,0.00729693415817005,0
153281.0,0.9327976335381857,0.41709275700462906,0.8965197004778456,0.24721189530049711,0.70596277955064,0.2934230387980247,0.7120682057613782,0.6667525684402921,0.6933225061723987,0.8182896098050406,0.10179254254934667,0.8543265808556524,0.5126026334540147,0.7976466853025949,0.5217307727287687,0.8350834941492437,0.7958489991990667,0.7055790760475333,0.4084547784331174,0.504549415412221,0.4489146374294532,0.4655383342551913,0.7776636004850291,0.7311587139663428,0.6209343940454339,0.33744916282900983,0.6467146008914312,0.19872435004138272,0.0004659119520534246,0
18043.0,0.9667602021848047,0.3966514456121773,0.918070851364786,0.34560641952275944,0.6536222170654906,0.3250259204820065,0.6886426353013624,0.6718673661284595,0.7989967578896245,0.827284115835095,0.183663513304611,0.7747923852079522,0.7344035564209767,0.9070956612636429,0.4380161572830061,0.7792800176855756,0.8238366533491867,0.6621869140812874,0.3714261546213174,0.4948346218049424,0.45164723472377016,0.5091162480237558,0.7771300237411957,0.6417907359391115,0.7418678285474376,0.41863176185713546,0.6586397226134336,0.21625649246303516,0.0016448103761886052,0
49358.0,0.8925274198190812,0.40130536551764373,0.9390511517706486,0.3654570491301694,0.66593464552078,0.4237126185840572,0.691772916351684,0.6836167717877988,0.7285816010427093,0.8413620913849545,0.11365133121934588,0.9039705804501591,0.43356052770012127,0.8257779169087195,0.3122714685675398,0.760239892149427,0.8052056626715908,0.7076981658789688,0.6468557735632925,0.49287327254990115,0.4482532275705463,0.4886544812591813,0.7893789800002388,0.2627879773989935,0.6458204974535655,0.2074665986605114,0.6399367831771577,0.19589959452320574,0.016236325601861768,0
75036.0,0.9249301392653261,0.423588361960123,0.9676039256531722,0.4533458744428724,0.6691984257918074,0.3790762754306829,0.6994769790080652,0.6746999413631393,0.6377308975792894,0.8782270381211897,0.25450071917414396,0.9075446150514971,0.5576615883547356,0.840840125939971,0.4987312285051963,0.7824879412083277,0.7986932823882585,0.6850936936785351,0.5316660013067632,0.5114617524040066,0.45205121255006464,0.5023102447964787,0.7816549350076387,0.6791207156154048,0.5539080185840217,0.2759569582922528,0.6650913713459555,0.2087749912303298,0.0012471380534763387,0
135360.0,0.9926761650538737,0.4028758399561393,0.7864774779613213,0.2618763321145397,0.7579741136717347,0.4696064665628744,0.689232357490563,0.6839929613792102,0.7169633517740548,0.807914720077401,0.22667443881628718,0.8612309845285514,0.49564785544241946,0.7459070906673356,0.7203231317937676,0.8590071234722058,0.8417047045078558,0.8023128612551508,0.32097110643681837,0.5009509257652053,0.4578270380136667,0.5354627657579079,0.7786020503146494,0.7654103381951274,0.7154173136017579,0.2907230182509076,0.6647343732488882,0.21631636331111567,0.0002353090666936488,0
130757.0,0.9913120167904076,0.4089456022683815,0.8304187513187797,0.32376658387027396,0.6817756153162453,0.2543402927777682,0.6973767801760788,0.668776447137302,0.7143986700799451,0.8133031782590431,0.2957709944724613,0.8849133478585219,0.44049844998812054,0.7499361577610174,0.5961644015517554,0.8708261279014742,0.8400243640090255,0.843699757045328,0.3560922636905335,0.4963474008745592,0.4590399733548975,0.5496599767804111,0.7773992539227995,0.5537418497526324,0.7002695556903393,0.2809174657939193,0.6626960244765524,0.2158349364131424,0.0002353090666936488,0
67421.0,0.9059270758519729,0.38945835960698877,0.9852190446396298,0.20074220716281535,0.6276742082490678,0.3619059596465438,0.6805336292859567,0.6811368505877647,0.7107951468908538,0.8365495996892787,0.0727980753286016,0.8412827102078266,0.40974873919135296,0.7857510906345443,0.34560702351708456,0.8436131225229625,0.8198698614490045,0.5910102073965517,0.425688872760916,0.5089742334837705,0.45911126370360184,0.5640854525416095,0.7637201895361377,0.656050219651931,0.7383977077842201,0.2903805858403279,0.6939508101797097,0.23064025732829965,0.0002353090666936488,0
109848.0,0.9941142925002224,0.39631220761901276,0.8582045690922073,0.3049644790031711,0.6749503261255537,0.2911893248095448,0.6940770379900942,0.6671911764818579,0.8082257577333507,0.8326983462347125,0.16576033978936672,0.7561468979130339,0.7233078321425622,0.9372110807140408,0.5734167179136022,0.8009791179519085,0.796065200496484,0.7447234856521123,0.36640277231829327,0.49081639875846067,0.45808400115766806,0.5548375505744955,0.7799432995778385,0.7857088612577019,0.7178878753686151,0.19024488547111384,0.6590633367874775,0.20971317742716575,0.0002353090666936488,0
144658.0,0.9871423851843851,0.3829654738072255,0.8571513918580738,0.30776297881118514,0.6668064105292552,0.3065380402992244,0.6945701603108517,0.6704003835278048,0.7134925384318548,0.8593197064433248,0.2183863662724593,0.9052671947594905,0.48274325753499553,0.873913944411167,0.51139876412175,0.8285451520873404,0.7676026307057294,0.7467354720771862,0.4084957707942352,0.5035459110715189,0.46363254621610694,0.572961090767138,0.7763141586862613,0.8721967489652431,0.6916510915424411,0.4401763802798059,0.6532293674122562,0.20995904938387858,0.022189644989211083,0
